text,label,label_name
i was cleaning up the place and about minutes in i started feeling paranoid and what i can only assume is the beginning of a psychotic episode,4,fear
i feel romantic too,2,love
i feel uptight love had to show me one thing i was so right,4,fear
i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,0,sadness
i am feeling much more myself again now and i would like to say thank you to everyone for the lovely get well wishes your lovely comments always mean so much to me,2,love
i feel like a greedy person for liking two people,3,anger
i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,2,love
i told him that what he did was very stupid or talked down yelled at him he would feel very unloved,0,sadness
i feel lucky that there is this wonderful cheap cozy cafe in my neighborhood that serves this incredible mexican hot chocolate,1,joy
i feel only reason skudrive is so popular is becsuse microsoft is so media driven,1,joy
i mentioned above feel free to hit me up about anything,1,joy
i still have a way to go but i am so much closer to the finish line than the start line and that feels amazing,1,joy
ive found myself feeling low and at other times sad,0,sadness
i were to stop there no doubt you d leave feeling dissatisfied,3,anger
i feel like i was there to feed them food touch love caring and compassion,2,love
i celebrate in a year and how i feel about supporting some of them when the history behind most of our traditional holidays is based on some ugly stuff or at least in a lot of cases a lot stuff that i don t believe in or support,2,love
i feel humiliated when i am forced to make decisions i do not want to make simply to please my parents,0,sadness
i feel so useless when im stuck in those situations,0,sadness
i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend,3,anger
i feel weird taking up time and making these sometimes terrible sounds that people have to hear,5,surprise
i feel so worthless beaten and broken,0,sadness
i feel for all those who lost their homes those without power and all from this last bad storm,0,sadness
im feeling uncharacteristically gloomy,0,sadness
i feel less stressed driving a hard route than being the passenger,0,sadness
i was still feeling a bit unsure a bit not convinced still a bit frustrated,4,fear
i feel for the guy because i think he is sincere honest and intelligent,1,joy
i think i m feeling dissatisfied with my life,3,anger
i reconciled and life goes on as does marriage but i feel terrible for what i did to her and to the one with whom i had the affair,0,sadness
im stuck feeling hopeless at this time,0,sadness
i am feeling as though i am doing something worthwhile and rewarding i dont feel the need to stay home and hide out with my laptop so much,1,joy
i love comments so feel free to post one,1,joy
i feel so weird that it feels like i wanna curse everything and bang my head onto the wall so that my world will be back to its focus,4,fear
